Field,Current owner,Semantic meaning,Writer(s),Reader(s),Lifetime,Invalidation,Independent info?,Can derive?,Target action,Target owner,Replacement,Equivalence evidence,Category,Type,Source,Blob
NavigationMode.planner_recovery_waypoint_index_,NavigationMode,requires writer/reader proof,rememberPlannerRecoveryEpisodeLocked/clear,plannerRecoveryEpisodeMatchesLocked,completed endpoint recovery window,new command/expiry/lifecycle,receiver remembers command identity,possibly explicit recovery event payload,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:73-97,1230-1249,1340-1355; target equivalence pending",behavioral candidate,std::uint32_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:207,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.planner_recovery_request_id_,NavigationMode,requires writer/reader proof,rememberPlannerRecoveryEpisodeLocked/clear,plannerRecoveryEpisodeMatchesLocked,completed endpoint recovery window,new command/expiry/lifecycle,receiver remembers command identity,possibly explicit recovery event payload,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:73-97,1230-1249,1340-1355; target equivalence pending",behavioral candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:208,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.planner_recovery_bundle_generation_,NavigationMode,requires writer/reader proof,rememberPlannerRecoveryEpisodeLocked/clear,plannerRecoveryEpisodeMatchesLocked,completed endpoint recovery window,new command/expiry/lifecycle,receiver remembers command identity,possibly explicit recovery event payload,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:73-97,1230-1249,1340-1355; target equivalence pending",behavioral candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:209,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.safety_suffix_handoff_pending_,NavigationMode,requires writer/reader proof,retained BACKUP handoff/clear,adjacent command admission,lease-bound suffix bridge,first current command/lifecycle/stop,receiver handoff memory,possibly explicit retained-reference protocol,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:918-923,1499-1520,1852-1854; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:214,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.safety_suffix_waypoint_index_,NavigationMode,requires writer/reader proof,retained BACKUP handoff/clear,adjacent command admission,lease-bound suffix bridge,first current command/lifecycle/stop,identity witness,may derive from retained command if retained,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:918-923,1499-1520; target equivalence pending",behavioral candidate,std::uint32_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:215,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.safety_suffix_request_id_,NavigationMode,requires writer/reader proof,retained BACKUP handoff/clear,adjacent command admission,lease-bound suffix bridge,first current command/lifecycle/stop,identity witness,may derive from retained command if retained,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:918-923,1499-1520; target equivalence pending",behavioral candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:216,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_completed_waypoint_index_,NavigationMode,requires writer/reader proof,Complete event/lifecycle,missionCommandIdentityMatches,post-completion handoff,lifecycle/new mission,receiver historical completion identity,possibly explicit completion event payload,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:712-795,911-923,1614-1622; target equivalence pending",behavioral candidate,std::uint32_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:217,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_completed_request_id_,NavigationMode,requires writer/reader proof,Complete event/lifecycle,missionCommandIdentityMatches,post-completion handoff,lifecycle/new mission,receiver historical completion identity,possibly explicit completion event payload,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:712-795,911-923,1614-1622; target equivalence pending",behavioral candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:218,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.completion_position_,NavigationMode,requires writer/reader proof,Complete event/lifecycle,stationary completion setpoint,mission completion handover,lifecycle/new mission,receiver terminal position,not from failure hold position,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:749-795,1614-1622,2467-2471; target equivalence pending",behavioral candidate,std::optional<Eigen::Vector3d>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:219,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.safety_hold_position_,NavigationMode,requires writer/reader proof,failure/hold request/lifecycle,stationary failure/handover setpoint,failure or safety handover,lifecycle/new mission,receiver measured hold location,not from mission completion position,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:749-795,1872-1878,2213-2247,2458-2482; target equivalence pending",behavioral candidate,std::optional<Eigen::Vector3d>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:220,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.mission_complete_published_,NavigationMode,requires writer/reader proof,Complete event/lifecycle,duplicate completion publish guard,mission completion notification,lifecycle/new mission,receiver output-delivery memory,possibly event delivery record; proof pending,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:712-715,1614-1633; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:221,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_status_state_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::uint8_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:222,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.odometry_callback_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:223,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.trajectory_received_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:224,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.trajectory_accepted_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:225,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.trajectory_rejected_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:226,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.waypoint_handoff_retained_command_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:227,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.setpoint_update_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:228,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.stale_state_failure_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:229,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_odometry_receive_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:230,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_odometry_receive_steady_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:231,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.odometry_input_trace_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,Px4InputStateTrace,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:232,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_goal_publish_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:233,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_command_receive_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:234,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.maximum_odometry_callback_gap_us_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:235,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_setpoint_update_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:236,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.maximum_setpoint_callback_gap_us_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:237,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_metrics_log_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:238,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_planner_debug_log_ns_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:239,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_state_age_s_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,double,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:240,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_velocity_command_enu_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,Eigen::Vector3d,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:241,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.last_forward_guard_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:242,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_input_trace_sequence_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:243,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_input_trace_queue_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:249,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_input_trace_worker_stop_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic<bool>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:250,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_input_trace_worker_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,std::thread,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:251,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_input_trace_drop_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic<std::uint64_t>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:252,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_input_trace_enqueued_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic<std::uint64_t>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:253,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_input_trace_published_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic<std::uint64_t>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:254,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.px4_input_trace_publish_error_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic<std::uint64_t>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:255,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.alignment_latch_generation_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:256,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.velocity_only_previous_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<velocity_only::Previous>,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:257,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.velocity_only_last_reset_counters_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,tracking_adapter::ResetCounters,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:258,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.velocity_only_reset_counters_seen_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:259,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.velocity_only_last_reason_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::string,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:260,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationMode.velocity_only_limited_count_,NavigationMode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:261,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationModeExecutor.px4_hold_confirmed_,NavigationModeExecutor,VehicleStatus observation,onVehicleStatus/lifecycle,checkHoldHandover,external nav-state observation,new status/lifecycle,yes: external protocol,no from scheduleMode completion,KEEP,PX4Boundary,VehicleStatus observation,navigation_mode_node.cpp:2846-2872; target equivalence pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:285,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationModeExecutor.hold_handover_pending_,NavigationModeExecutor,requires writer/reader proof,schedulePx4Hold/completion callback/status,checkHoldHandover,request through disposition,Success/Deactivated/status/lifecycle,protocol request memory,tagged protocol state candidate,UNRESOLVED,UNRESOLVED,not established,"navigation_mode_node.cpp:2846-2937; pinned mode_executor.cpp:225-260,484-519; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:286,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationModeExecutor.hold_handover_in_flight_,NavigationModeExecutor,outstanding Hold mode scheduling/completion operation,schedulePx4Hold/completion callback/status,duplicate-request guard/retry,outstanding mode scheduling/completion,completion/status/lifecycle,yes: protocol operation,can encode in tagged protocol state,KEEP,PX4Boundary,outstanding Hold mode scheduling/completion operation,"navigation_mode_node.cpp:2846-2937; pinned mode_executor.cpp:225-260,484-519; target equivalence pending",behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:287,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationModeExecutor.hold_handover_complete_navigation_failure_,NavigationModeExecutor,requires writer/reader proof,schedulePx4Hold/API failure/lifecycle,retry context,handover episode,lifecycle,failure context,tagged protocol payload candidate,UNRESOLVED,UNRESOLVED,not established,navigation_mode_node.cpp:2894-2923; target equivalence pending,behavioral candidate,bool,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:288,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationModeExecutor.hold_handover_attempts_,NavigationModeExecutor,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint32_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:289,0bf4112406a2d859486aded7c8d85ca06adcc526
NavigationModeExecutor.hold_handover_next_retry_steady_ns_,NavigationModeExecutor,retry deadline,API failure callback,checkHoldHandover,retry window,new attempt/lifecycle,yes: temporal deadline,no from current status alone,KEEP,PX4Boundary,retry deadline,"navigation_mode_node.cpp:2857-2863,2917-2923; target equivalence pending",behavioral candidate,std::int64_t,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:290,0bf4112406a2d859486aded7c8d85ca06adcc526
PlanningWorker.pending_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<WorkItem>,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:342,a927210c7b63a5b830a930f968b647874e38cc48
PlanningWorker.active_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<ActiveItem>,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:343,a927210c7b63a5b830a930f968b647874e38cc48
PlanningWorker.snapshot_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,PlanningWorkerSnapshot,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:344,a927210c7b63a5b830a930f968b647874e38cc48
PlanningWorker.accepting_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:345,a927210c7b63a5b830a930f968b647874e38cc48
PlanningWorker.started_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:346,a927210c7b63a5b830a930f968b647874e38cc48
PlanningWorker.fatal_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:347,a927210c7b63a5b830a930f968b647874e38cc48
PlanningWorker.shutdown_started_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:348,a927210c7b63a5b830a930f968b647874e38cc48
PlanningWorker.joined_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,bool,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:349,a927210c7b63a5b830a930f968b647874e38cc48
PlanningWorker.failure_,PlanningWorker,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::exception_ptr,src/runtime/navigation_runtime/include/navigation_runtime/planning_worker.hpp:350,a927210c7b63a5b830a930f968b647874e38cc48
PendingGoalHandoffOwner.goal_mutex_,PendingGoalHandoffOwner,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,mutable std::mutex,src/runtime/navigation_runtime/include/navigation_runtime/planner_fsm.hpp:89,02e6c81da01277f6c762732c94710e94f7580ed0
PendingGoalHandoffOwner.pending_goal_,PendingGoalHandoffOwner,new intent deferred during safety suffix,enqueueGoal/consumeGoal/clearGoal,goalSnapshot/goalMatchesStatus,deferred handoff,exact consume/clear,yes: deferred intent,no from current active,MOVE,MissionIntent,new intent deferred during safety suffix,planner_fsm.hpp:23-90; target equivalence pending,behavioral candidate,GoalConstPtr,src/runtime/navigation_runtime/include/navigation_runtime/planner_fsm.hpp:90,02e6c81da01277f6c762732c94710e94f7580ed0
WorldSnapshotStore.publication_gate_,WorldSnapshotStore,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,mutable std::mutex,src/mapping/navigation_mapping/include/navigation_mapping/world_snapshot_store.hpp:176,59c12f8a71da3c9c1b62fc4763f1efe9ea493eee
WorldSnapshotStore.latest_,WorldSnapshotStore,latest immutable world pointer,publish,load/authorize,world publication,new snapshot/reset,yes: world evidence,no,KEEP,WorldAuthority,latest immutable world pointer,world_snapshot_store.hpp:131-178; target equivalence pending,behavioral candidate,std::atomic<navigation_world_model::WorldModelViewPtr>,src/mapping/navigation_mapping/include/navigation_mapping/world_snapshot_store.hpp:177,59c12f8a71da3c9c1b62fc4763f1efe9ea493eee
